timestamp_utc,image_index,image_path,severity_score,status,latency_ms,rss_before_run_mb,rss_after_run_mb,rss_delta_mb,error
2026-04-02T01:56:16+00:00,20,/home/chrome/CderPiCamService/captures/BMRK_00471_cell0231.png,0.802177,CRITICAL,177.4608,124.3555,124.3555,0.0,
2026-04-02T01:56:16+00:00,21,/home/chrome/CderPiCamService/captures/BMRK_00788_cell1622.png,0.95566,CRITICAL,176.9705,124.3555,124.3555,0.0,
2026-04-02T01:56:16+00:00,22,/home/chrome/CderPiCamService/captures/BMRK_00797_cell1631.png,0.999377,CRITICAL,177.444,124.3555,124.3555,0.0,
2026-04-02T01:56:17+00:00,23,/home/chrome/CderPiCamService/captures/BMRK_01210_cell2044.png,0.876604,CRITICAL,181.0587,124.3555,124.3555,0.0,
2026-04-02T01:56:17+00:00,24,/home/chrome/CderPiCamService/captures/CFVS_00006_r5_c5.png,1.0,CRITICAL,178.7605,124.3555,124.3555,0.0,
2026-04-02T01:56:17+00:00,25,/home/chrome/CderPiCamService/captures/CFVS_00018_r4_c4.png,1.0,CRITICAL,178.9899,124.3555,124.3555,0.0,
2026-04-02T01:56:17+00:00,26,/home/chrome/CderPiCamService/captures/CFVS_00026_r9_c5.png,0.999994,CRITICAL,178.48,124.3555,124.3555,0.0,
2026-04-02T01:56:17+00:00,27,/home/chrome/CderPiCamService/captures/CFVS_00027_r4_c4.png,1.0,CRITICAL,179.1673,124.3555,124.3555,0.0,
2026-04-02T01:56:17+00:00,28,/home/chrome/CderPiCamService/captures/CFVS_00033_r8_c4.png,1.0,CRITICAL,179.4618,124.3555,124.3555,0.0,
2026-04-02T01:56:18+00:00,29,/home/chrome/CderPiCamService/captures/CFVS_00035_r8_c4.png,1.0,CRITICAL,179.1886,124.3555,124.3555,0.0,
2026-04-02T01:56:18+00:00,30,/home/chrome/CderPiCamService/captures/CFVS_00042_r8_c4.png,1.0,CRITICAL,180.3361,124.3555,124.3594,0.0039,
2026-04-02T01:56:18+00:00,31,/home/chrome/CderPiCamService/captures/CFVS_00063_r3_c1.png,0.999774,CRITICAL,179.8878,124.3594,124.3633,0.0039,
2026-04-02T01:56:18+00:00,32,/home/chrome/CderPiCamService/captures/CFVS_00082_r7_c3.png,0.999803,CRITICAL,179.4818,124.3633,124.3633,0.0,
2026-04-02T01:56:18+00:00,33,/home/chrome/CderPiCamService/captures/CFVS_00104_r8_c6.png,1.0,CRITICAL,179.6444,124.3633,124.3633,0.0,
2026-04-02T01:56:19+00:00,34,/home/chrome/CderPiCamService/captures/CFVS_00114_r2_c5.png,1.0,CRITICAL,178.8663,124.3633,124.3633,0.0,
2026-04-02T01:56:19+00:00,35,/home/chrome/CderPiCamService/captures/CFVS_00114_r6_c5.png,0.999999,CRITICAL,179.5637,124.3633,124.3633,0.0,
2026-04-02T01:56:19+00:00,36,/home/chrome/CderPiCamService/captures/CFVS_00117_r3_c2.png,0.999998,CRITICAL,183.532,124.3633,124.3633,0.0,
2026-04-02T01:56:19+00:00,37,/home/chrome/CderPiCamService/captures/CFVS_00125_r4_c6.png,0.99948,CRITICAL,179.1758,124.3633,124.3633,0.0,
2026-04-02T01:56:19+00:00,38,/home/chrome/CderPiCamService/captures/CFVS_00129_r1_c5.png,0.999972,CRITICAL,178.7447,124.3633,124.3633,0.0,
2026-04-02T01:56:19+00:00,39,/home/chrome/CderPiCamService/captures/CFVS_00146_r3_c6.png,0.999993,CRITICAL,183.675,124.3633,124.3633,0.0,
2026-04-02T01:56:20+00:00,40,/home/chrome/CderPiCamService/captures/CFVS_00174_r2_c3.png,0.9999,CRITICAL,178.8944,124.3633,124.3672,0.0039,
2026-04-02T01:56:20+00:00,41,/home/chrome/CderPiCamService/captures/CFVS_00180_r11_c4.png,0.999932,CRITICAL,179.9752,124.3672,124.3672,0.0,
2026-04-02T01:56:20+00:00,42,/home/chrome/CderPiCamService/captures/CSIR_00055_r7_c4.png,0.999946,CRITICAL,179.4889,124.3672,124.3672,0.0,
2026-04-02T01:56:20+00:00,43,/home/chrome/CderPiCamService/captures/CSIR_00057_r8_c6.png,1.0,CRITICAL,181.4148,124.3672,124.3711,0.0039,
2026-04-02T01:56:20+00:00,44,/home/chrome/CderPiCamService/captures/CSIR_00070_r8_c4.png,0.829638,CRITICAL,182.7265,124.3711,124.3711,0.0,
2026-04-02T01:56:21+00:00,45,/home/chrome/CderPiCamService/captures/CSIR_00092_r8_c4.png,0.999999,CRITICAL,185.0201,124.3711,124.3711,0.0,
2026-04-02T01:56:21+00:00,46,/home/chrome/CderPiCamService/captures/CSIR_00166_r2_c4.png,0.999999,CRITICAL,180.8236,124.3711,124.3711,0.0,
2026-04-02T01:56:21+00:00,47,/home/chrome/CderPiCamService/captures/CSIR_00173_r4_c4.png,0.999951,CRITICAL,185.0068,124.3711,124.3711,0.0,
2026-04-02T01:56:21+00:00,48,/home/chrome/CderPiCamService/captures/CSIR_00200_r4_c6.png,0.999894,CRITICAL,179.0527,124.3711,124.375,0.0039,
2026-04-02T01:56:21+00:00,49,/home/chrome/CderPiCamService/captures/CSIR_00201_r4_c6.png,0.999997,CRITICAL,177.9385,124.375,124.375,0.0,
2026-04-02T01:56:21+00:00,50,/home/chrome/CderPiCamService/captures/SDLE_00513_A10-DH3000-3000h-PT-cell45.png,0.996101,CRITICAL,177.0471,124.375,124.375,0.0,
2026-04-02T01:56:22+00:00,51,/home/chrome/CderPiCamService/captures/cell0027.png,1.0,CRITICAL,168.6169,124.375,125.1445,0.7695,
2026-04-02T01:56:22+00:00,52,/home/chrome/CderPiCamService/captures/cell0107.png,0.007046,OK,166.6412,125.1445,125.1445,0.0,
2026-04-02T01:56:22+00:00,53,/home/chrome/CderPiCamService/captures/cell0113.png,0.479148,OK,164.7273,125.1445,125.1445,0.0,
2026-04-02T01:56:22+00:00,54,/home/chrome/CderPiCamService/captures/cell0127.png,0.274436,OK,164.9365,125.1445,125.1445,0.0,
2026-04-02T01:56:22+00:00,55,/home/chrome/CderPiCamService/captures/cell0135.png,0.004451,OK,164.8303,125.1445,125.1445,0.0,
2026-04-02T01:56:22+00:00,56,/home/chrome/CderPiCamService/captures/cell0136.png,0.046466,OK,165.7933,125.1445,125.1445,0.0,
2026-04-02T01:56:23+00:00,57,/home/chrome/CderPiCamService/captures/cell0182.png,0.999995,CRITICAL,164.348,125.1445,125.1445,0.0,
2026-04-02T01:56:23+00:00,58,/home/chrome/CderPiCamService/captures/cell0192.png,0.999037,CRITICAL,165.4167,125.1445,125.1445,0.0,
2026-04-02T01:56:23+00:00,59,/home/chrome/CderPiCamService/captures/cell0234.png,0.664483,CRITICAL,164.9527,125.1445,125.1445,0.0,
2026-04-02T01:56:23+00:00,60,/home/chrome/CderPiCamService/captures/cell0276.png,0.00187,OK,165.3533,125.1445,125.1445,0.0,
2026-04-02T01:56:23+00:00,61,/home/chrome/CderPiCamService/captures/cell0289.png,1.0,CRITICAL,164.6487,125.1445,125.4023,0.2578,
2026-04-02T01:56:23+00:00,62,/home/chrome/CderPiCamService/captures/cell0297.png,1.0,CRITICAL,165.2313,125.4023,125.4023,0.0,
2026-04-02T01:56:24+00:00,63,/home/chrome/CderPiCamService/captures/cell0327.png,0.000451,OK,164.3611,125.4023,125.4023,0.0,
2026-04-02T01:56:24+00:00,64,/home/chrome/CderPiCamService/captures/cell0331.png,0.851345,CRITICAL,165.9611,125.4023,125.4023,0.0,
2026-04-02T01:56:24+00:00,65,/home/chrome/CderPiCamService/captures/cell0361.png,1.0,CRITICAL,167.5427,125.4023,125.4023,0.0,
2026-04-02T01:56:24+00:00,66,/home/chrome/CderPiCamService/captures/cell0384.png,1.0,CRITICAL,164.2255,125.4023,125.4023,0.0,
2026-04-02T01:56:24+00:00,67,/home/chrome/CderPiCamService/captures/cell0388.png,1.0,CRITICAL,164.1799,125.4023,125.4023,0.0,
2026-04-02T01:56:24+00:00,68,/home/chrome/CderPiCamService/captures/cell0401.png,0.999999,CRITICAL,164.6002,125.4023,125.4023,0.0,
2026-04-02T01:56:25+00:00,69,/home/chrome/CderPiCamService/captures/cell0418.png,0.99996,CRITICAL,165.5844,125.4023,125.4023,0.0,
2026-04-02T01:56:25+00:00,70,/home/chrome/CderPiCamService/captures/cell0423.png,0.993766,CRITICAL,165.1502,125.4023,125.4023,0.0,
2026-04-02T01:56:25+00:00,71,/home/chrome/CderPiCamService/captures/cell0424.png,0.99999,CRITICAL,167.9959,125.4023,125.4023,0.0,
2026-04-02T01:56:25+00:00,72,/home/chrome/CderPiCamService/captures/cell0461.png,1.0,CRITICAL,165.0175,125.4023,125.4023,0.0,
2026-04-02T01:56:25+00:00,73,/home/chrome/CderPiCamService/captures/cell0516.png,0.329802,OK,164.2876,125.4023,125.4023,0.0,
2026-04-02T01:56:25+00:00,74,/home/chrome/CderPiCamService/captures/cell0576.png,0.004047,OK,165.5232,125.4023,125.4023,0.0,
2026-04-02T01:56:26+00:00,75,/home/chrome/CderPiCamService/captures/cell0590.png,0.189297,OK,164.4764,125.4023,125.4023,0.0,
2026-04-02T01:56:26+00:00,76,/home/chrome/CderPiCamService/captures/cell0641.png,0.999999,CRITICAL,165.0323,125.4023,125.4023,0.0,
2026-04-02T01:56:26+00:00,77,/home/chrome/CderPiCamService/captures/cell0658.png,0.007339,OK,164.4048,125.4023,125.4023,0.0,
2026-04-02T01:56:26+00:00,78,/home/chrome/CderPiCamService/captures/cell0671.png,1.0,CRITICAL,165.1873,125.4023,125.4023,0.0,
2026-04-02T01:56:26+00:00,79,/home/chrome/CderPiCamService/captures/cell0674.png,0.999954,CRITICAL,164.729,125.4023,125.4023,0.0,
2026-04-02T01:56:26+00:00,80,/home/chrome/CderPiCamService/captures/cell0705.png,0.004397,OK,164.2607,125.4023,125.4023,0.0,
2026-04-02T01:56:27+00:00,81,/home/chrome/CderPiCamService/captures/cell0792.png,1.0,CRITICAL,165.0626,125.4023,125.4023,0.0,
2026-04-02T01:56:27+00:00,82,/home/chrome/CderPiCamService/captures/cell0819.png,0.200576,OK,165.007,125.4023,125.4023,0.0,
2026-04-02T01:56:27+00:00,83,/home/chrome/CderPiCamService/captures/cell0863.png,0.999902,CRITICAL,165.2981,125.4023,125.4023,0.0,
2026-04-02T01:56:27+00:00,84,/home/chrome/CderPiCamService/captures/cell0869.png,1.0,CRITICAL,164.1894,125.4023,125.4023,0.0,
2026-04-02T01:56:27+00:00,85,/home/chrome/CderPiCamService/captures/cell0875.png,1.0,CRITICAL,165.1362,125.4023,125.4023,0.0,
2026-04-02T01:56:27+00:00,86,/home/chrome/CderPiCamService/captures/cell0886.png,1.0,CRITICAL,164.3533,125.4023,125.4023,0.0,
2026-04-02T01:56:28+00:00,87,/home/chrome/CderPiCamService/captures/cell0900.png,1.0,CRITICAL,164.4908,125.4023,125.4023,0.0,
2026-04-02T01:56:28+00:00,88,/home/chrome/CderPiCamService/captures/cell0904.png,0.046717,OK,167.2288,125.4023,125.4023,0.0,
2026-04-02T01:56:28+00:00,89,/home/chrome/CderPiCamService/captures/cell0907.png,0.000675,OK,164.9201,125.4023,125.4023,0.0,
2026-04-02T01:56:28+00:00,90,/home/chrome/CderPiCamService/captures/cell0919.png,0.140011,OK,164.8068,125.4023,125.4023,0.0,
2026-04-02T01:56:28+00:00,91,/home/chrome/CderPiCamService/captures/cell0938.png,0.024588,OK,170.5734,125.4023,125.4023,0.0,
2026-04-02T01:56:28+00:00,92,/home/chrome/CderPiCamService/captures/cell0943.png,0.000117,OK,167.5251,125.4023,125.4023,0.0,
2026-04-02T01:56:29+00:00,93,/home/chrome/CderPiCamService/captures/cell0957.png,0.004967,OK,165.4827,125.4023,125.4023,0.0,
2026-04-02T01:56:29+00:00,94,/home/chrome/CderPiCamService/captures/cell0958.png,0.99907,CRITICAL,165.9784,125.4023,125.4023,0.0,
2026-04-02T01:56:29+00:00,95,/home/chrome/CderPiCamService/captures/cell1007.png,0.051155,OK,165.0226,125.4023,125.4023,0.0,
2026-04-02T01:56:29+00:00,96,/home/chrome/CderPiCamService/captures/cell1008.png,0.670459,CRITICAL,164.294,125.4023,125.4023,0.0,
2026-04-02T01:56:29+00:00,97,/home/chrome/CderPiCamService/captures/cell1088.png,0.99993,CRITICAL,164.6409,125.4023,125.4023,0.0,
2026-04-02T01:56:29+00:00,98,/home/chrome/CderPiCamService/captures/cell1098.png,0.000315,OK,164.9838,125.4023,125.4023,0.0,
2026-04-02T01:56:30+00:00,99,/home/chrome/CderPiCamService/captures/cell1101.png,1.0,CRITICAL,165.1692,125.4023,125.4023,0.0,
2026-04-02T01:56:30+00:00,100,/home/chrome/CderPiCamService/captures/cell1110.png,0.631225,OK,165.1544,125.4023,125.4023,0.0,
2026-04-02T01:56:30+00:00,101,/home/chrome/CderPiCamService/captures/cell1131.png,0.002509,OK,165.5913,125.4023,125.4023,0.0,
2026-04-02T01:56:30+00:00,102,/home/chrome/CderPiCamService/captures/cell1143.png,0.656066,CRITICAL,164.8327,125.4023,125.4023,0.0,
2026-04-02T01:56:30+00:00,103,/home/chrome/CderPiCamService/captures/cell1144.png,0.102712,OK,164.7967,125.4023,125.4023,0.0,
2026-04-02T01:56:30+00:00,104,/home/chrome/CderPiCamService/captures/cell1190.png,0.144983,OK,165.793,125.4023,125.4023,0.0,
2026-04-02T01:56:31+00:00,105,/home/chrome/CderPiCamService/captures/cell1205.png,0.48236,OK,164.4187,125.4023,125.4023,0.0,
2026-04-02T01:56:31+00:00,106,/home/chrome/CderPiCamService/captures/cell1293.png,0.006978,OK,165.9635,125.4023,125.4023,0.0,
2026-04-02T01:56:31+00:00,107,/home/chrome/CderPiCamService/captures/cell1297.png,0.260899,OK,169.0721,125.4023,125.4023,0.0,
2026-04-02T01:56:31+00:00,108,/home/chrome/CderPiCamService/captures/cell1333.png,0.216499,OK,164.6006,125.4023,125.4023,0.0,
2026-04-02T01:56:31+00:00,109,/home/chrome/CderPiCamService/captures/cell1383.png,0.662829,CRITICAL,166.9481,125.4023,125.4023,0.0,
2026-04-02T01:56:31+00:00,110,/home/chrome/CderPiCamService/captures/cell1398.png,0.237274,OK,165.3872,125.4023,125.4023,0.0,
2026-04-02T01:56:32+00:00,111,/home/chrome/CderPiCamService/captures/cell1413.png,0.667223,CRITICAL,164.3981,125.4023,125.4023,0.0,
2026-04-02T01:56:32+00:00,112,/home/chrome/CderPiCamService/captures/cell1460.png,0.032066,OK,164.3528,125.4023,125.4023,0.0,
2026-04-02T01:56:32+00:00,113,/home/chrome/CderPiCamService/captures/cell1475.png,0.326538,OK,164.3191,125.4023,125.4023,0.0,
2026-04-02T01:56:32+00:00,114,/home/chrome/CderPiCamService/captures/cell1486.png,0.516286,OK,163.9739,125.4023,125.4023,0.0,
2026-04-02T01:56:32+00:00,115,/home/chrome/CderPiCamService/captures/cell1499.png,0.299739,OK,164.6017,125.4023,125.4023,0.0,
2026-04-02T01:56:32+00:00,116,/home/chrome/CderPiCamService/captures/cell1521.png,0.000795,OK,165.2842,125.4023,125.4023,0.0,
2026-04-02T01:56:33+00:00,117,/home/chrome/CderPiCamService/captures/cell1555.png,0.004628,OK,165.5342,125.4023,125.4023,0.0,
2026-04-02T01:56:33+00:00,118,/home/chrome/CderPiCamService/captures/cell1559.png,0.117846,OK,164.9942,125.4023,125.4023,0.0,
2026-04-02T01:56:33+00:00,119,/home/chrome/CderPiCamService/captures/cell1561.png,0.181183,OK,164.5838,125.4023,125.4023,0.0,
2026-04-02T01:56:33+00:00,120,/home/chrome/CderPiCamService/captures/cell1625.png,1.0,CRITICAL,164.7685,125.4023,125.4023,0.0,
2026-04-02T01:56:33+00:00,121,/home/chrome/CderPiCamService/captures/cell1648.png,1.0,CRITICAL,166.4418,125.4023,125.4023,0.0,
2026-04-02T01:56:33+00:00,122,/home/chrome/CderPiCamService/captures/cell1723.png,0.00294,OK,164.7666,125.4023,125.4023,0.0,
2026-04-02T01:56:34+00:00,123,/home/chrome/CderPiCamService/captures/cell1733.png,0.999547,CRITICAL,164.5295,125.4023,125.4023,0.0,
2026-04-02T01:56:34+00:00,124,/home/chrome/CderPiCamService/captures/cell1736.png,0.005393,OK,165.5403,125.4023,125.4023,0.0,
2026-04-02T01:56:34+00:00,125,/home/chrome/CderPiCamService/captures/cell1844.png,0.999971,CRITICAL,166.599,125.4023,125.4023,0.0,
2026-04-02T01:56:34+00:00,126,/home/chrome/CderPiCamService/captures/cell1862.png,0.001152,OK,164.5271,125.4023,125.4023,0.0,
2026-04-02T01:56:34+00:00,127,/home/chrome/CderPiCamService/captures/cell1884.png,0.068569,OK,165.2481,125.4023,125.4023,0.0,
2026-04-02T01:56:34+00:00,128,/home/chrome/CderPiCamService/captures/cell1886.png,0.022276,OK,165.7721,125.4023,125.4023,0.0,
2026-04-02T01:56:35+00:00,129,/home/chrome/CderPiCamService/captures/cell1898.png,0.10277,OK,164.0282,125.4023,125.4023,0.0,
2026-04-02T01:56:35+00:00,130,/home/chrome/CderPiCamService/captures/cell2049.png,3.1e-05,OK,166.1008,125.4023,125.4023,0.0,
2026-04-02T01:56:35+00:00,131,/home/chrome/CderPiCamService/captures/cell2074.png,0.999988,CRITICAL,165.0195,125.4023,125.4023,0.0,
2026-04-02T01:56:35+00:00,132,/home/chrome/CderPiCamService/captures/cell2192.png,0.037487,OK,164.8011,125.4023,125.4023,0.0,
2026-04-02T01:56:35+00:00,133,/home/chrome/CderPiCamService/captures/cell2201.png,0.031785,OK,164.7457,125.4023,125.4023,0.0,
2026-04-02T01:56:35+00:00,134,/home/chrome/CderPiCamService/captures/cell2237.png,0.004595,OK,163.6269,125.4023,125.4023,0.0,
2026-04-02T01:56:36+00:00,135,/home/chrome/CderPiCamService/captures/cell2238.png,0.002222,OK,164.1183,125.4023,125.4023,0.0,
2026-04-02T01:56:36+00:00,136,/home/chrome/CderPiCamService/captures/cell2266.png,0.002061,OK,165.2842,125.4023,125.4023,0.0,
2026-04-02T01:56:36+00:00,137,/home/chrome/CderPiCamService/captures/cell2286.png,3.9e-05,OK,165.2295,125.4023,125.4023,0.0,
2026-04-02T01:56:36+00:00,138,/home/chrome/CderPiCamService/captures/cell2303.png,0.000146,OK,165.8056,125.4023,125.4023,0.0,
2026-04-02T01:56:36+00:00,139,/home/chrome/CderPiCamService/captures/cell2328.png,0.999987,CRITICAL,164.7771,125.4023,125.4023,0.0,
2026-04-02T01:56:36+00:00,140,/home/chrome/CderPiCamService/captures/cell2369.png,0.614766,OK,164.7988,125.4023,125.4023,0.0,
2026-04-02T01:56:37+00:00,141,/home/chrome/CderPiCamService/captures/cell2418.png,0.095107,OK,165.0881,125.4023,125.4023,0.0,
2026-04-02T01:56:37+00:00,142,/home/chrome/CderPiCamService/captures/cell2423.png,0.377422,OK,165.5482,125.4023,125.4023,0.0,
2026-04-02T01:56:37+00:00,143,/home/chrome/CderPiCamService/captures/cell2470.png,4.7e-05,OK,167.6134,125.4023,125.4023,0.0,
2026-04-02T01:56:37+00:00,144,/home/chrome/CderPiCamService/captures/cell2477.png,3.8e-05,OK,165.8067,125.4023,125.4023,0.0,
2026-04-02T01:56:37+00:00,145,/home/chrome/CderPiCamService/captures/cell2500.png,1.8e-05,OK,164.7819,125.4023,125.4023,0.0,
2026-04-02T01:56:37+00:00,146,/home/chrome/CderPiCamService/captures/cell2538.png,1.0,CRITICAL,165.0751,125.4023,125.4023,0.0,
2026-04-02T01:56:38+00:00,147,/home/chrome/CderPiCamService/captures/cell2579.png,0.314408,OK,167.1826,125.4023,125.4023,0.0,
2026-04-02T01:56:38+00:00,148,/home/chrome/CderPiCamService/captures/cell2605.png,0.151241,OK,166.3251,125.4023,125.4023,0.0,
2026-04-02T01:56:38+00:00,149,/home/chrome/CderPiCamService/captures/cell2608.png,0.013156,OK,164.9153,125.4023,125.4023,0.0,
2026-04-02T01:56:38+00:00,150,/home/chrome/CderPiCamService/captures/cell2624.png,0.031037,OK,165.8177,125.4023,125.4023,0.0,
